id_produk,minggu,tanggal_transaksi,current_event,id_toko,harga_promosi,diskon,margin_promosi,hari_jual,kedaluwarsa
P0047296,109,2025-01-28,Hari Biasa,4,60900,0.0,0.2266,26,339
P0037110,109,2025-01-28,Hari Biasa,4,10600,0.0,0.1604,44,321
P0042018,109,2025-01-28,Hari Biasa,4,4550,0.0,0.1429,126,239
P0036835,109,2025-01-28,Hari Biasa,4,17200,0.0,0.1919,70,295
P0041865,109,2025-01-28,Hari Biasa,4,12586,0.4906,0.0227,5,5
P0042017,109,2025-01-28,Hari Biasa,4,23000,0.0,0.1739,67,298
P0046497,109,2025-01-28,Hari Biasa,4,4200,0.0,0.1667,52,313
P0043862,109,2025-01-28,Hari Biasa,4,43000,0.0,0.2279,29,336
P0039800,109,2025-01-28,Hari Biasa,4,21600,0.0,0.2083,125,240
P0036073,109,2025-01-28,Hari Biasa,4,4000,0.0,0.225,112,253
P0041427,109,2025-01-28,Hari Biasa,4,1600,0.0,0.125,44,321
P0044202,109,2025-01-28,Hari Biasa,4,4400,0.0,0.1364,130,235
P0043597,109,2025-01-28,Hari Biasa,4,51150,0.0,0.2004,177,188
P0038533,109,2025-01-28,Hari Biasa,4,2100,0.0,0.1429,2,8
P0049126,109,2025-01-28,Hari Biasa,4,69100,0.0,0.1534,51,314
P0045220,109,2025-01-28,Hari Biasa,4,3300,0.0,0.1818,78,287
P0042322,109,2025-01-28,Hari Biasa,4,4500,0.0,0.2,74,291
P0042757,109,2025-01-28,Hari Biasa,4,74800,0.0,0.1979,119,246
P0038775,109,2025-01-28,Hari Biasa,4,13350,0.0,0.1835,2,8
P0042091,109,2025-01-28,Hari Biasa,4,10700,0.0,0.2243,120,245
P0040030,109,2025-01-28,Hari Biasa,4,9674,0.4422,0.018,6,4
P0039818,109,2025-01-28,Hari Biasa,4,14400,0.0,0.1319,162,203
P0046657,109,2025-01-28,Hari Biasa,4,42500,0.0,0.2188,86,279
P0043541,109,2025-01-28,Hari Biasa,4,12550,0.0,0.1474,34,331
P0040577,109,2025-01-28,Hari Biasa,4,65600,0.0,0.1326,24,341
P0039591,109,2025-01-28,Hari Biasa,4,11500,0.0,0.2,83,282
P0046532,109,2025-01-28,Hari Biasa,4,35300,0.0,0.1473,55,310
P0045471,109,2025-01-28,Hari Biasa,4,27150,0.0,0.1786,103,262
P0048673,109,2025-01-28,Hari Biasa,4,17000,0.0,0.1353,52,313
P0037196,109,2025-01-28,Hari Biasa,4,21095,0.3268,0.014,3,7
P0048239,109,2025-01-28,Hari Biasa,4,41150,0.0,0.1859,53,312
P0040394,109,2025-01-28,Hari Biasa,4,31300,0.0,0.1629,77,288
P0039187,109,2025-01-28,Hari Biasa,4,35800,0.0,0.1676,152,213
P0045852,109,2025-01-28,Hari Biasa,4,32150,0.0,0.2162,123,242
P0037457,109,2025-01-28,Hari Biasa,4,7000,0.0,0.1714,2,8
P0047645,109,2025-01-28,Hari Biasa,4,16200,0.0,0.1975,1,9
P0048491,109,2025-01-28,Hari Biasa,4,10900,0.0,0.2202,68,297
P0046803,109,2025-01-28,Hari Biasa,4,5700,0.0,0.2281,101,264
P0041267,109,2025-01-28,Hari Biasa,4,23550,0.0,0.2187,40,325
P0053645,109,2025-01-28,Hari Biasa,5,6150,0.0,0.187,27,338
P0056032,109,2025-01-28,Hari Biasa,5,26600,0.0,0.2293,21,344
P0053875,109,2025-01-28,Hari Biasa,5,15600,0.0,0.1474,92,273
P0053527,109,2025-01-28,Hari Biasa,5,15750,0.0,0.2254,104,261
P0055912,109,2025-01-28,Hari Biasa,5,3500,0.0,0.1429,41,324
P0050524,109,2025-01-28,Hari Biasa,5,2698,0.4108,0.1846,6,4
P0052505,109,2025-01-28,Hari Biasa,5,55000,0.0,0.2036,166,199
P0054528,109,2025-01-28,Hari Biasa,5,23950,0.0,0.1649,31,334
P0052714,109,2025-01-28,Hari Biasa,5,13400,0.0,0.2015,134,231
P0051683,109,2025-01-28,Hari Biasa,5,22400,0.0,0.2009,44,321
P0052635,109,2025-01-28,Hari Biasa,5,1550,0.0,0.1613,176,189
P0053678,109,2025-01-28,Hari Biasa,5,19900,0.0,0.1357,94,271
P0049778,109,2025-01-28,Hari Biasa,5,39900,0.0,0.2231,16,349
P0051618,109,2025-01-28,Hari Biasa,5,27200,0.0,0.2096,168,197
P0054573,109,2025-01-28,Hari Biasa,5,2645,0.383,0.1682,5,5
P0053959,109,2025-01-28,Hari Biasa,5,47300,0.0,0.2051,145,220
P0056035,109,2025-01-28,Hari Biasa,5,7400,0.0,0.2027,165,200
P0053612,109,2025-01-28,Hari Biasa,5,3750,0.0,0.1467,95,270
P0050243,109,2025-01-28,Hari Biasa,5,16500,0.0,0.1818,142,223
P0056314,109,2025-01-28,Hari Biasa,5,41400,0.0,0.2246,126,239
P0049171,109,2025-01-28,Hari Biasa,5,11350,0.0,0.1982,126,239
P0055222,109,2025-01-28,Hari Biasa,5,36800,0.0,0.1603,52,313
P0054993,109,2025-01-28,Hari Biasa,5,2200,0.0,0.2273,17,348
P0050048,109,2025-01-28,Hari Biasa,5,7500,0.0,0.1867,44,321
P0050462,109,2025-01-28,Hari Biasa,5,37350,0.0,0.1914,176,189
P0053156,109,2025-01-28,Hari Biasa,5,7800,0.0,0.1538,91,274
P0055913,109,2025-01-28,Hari Biasa,5,3600,0.0,0.1389,140,225
P0050866,109,2025-01-28,Hari Biasa,5,28100,0.0,0.1993,81,284
P0052683,109,2025-01-28,Hari Biasa,5,33750,0.0,0.1348,54,311
P0052755,109,2025-01-28,Hari Biasa,5,8100,0.0,0.2099,113,252
P0053074,109,2025-01-28,Hari Biasa,5,15794,0.455,0.0313,4,6
P0052183,109,2025-01-28,Hari Biasa,5,4500,0.0,0.2,107,258
P0053426,109,2025-01-28,Hari Biasa,5,28000,0.0,0.1964,35,330
P0051151,109,2025-01-28,Hari Biasa,5,20908,0.4739,0.0099,4,6
P0049565,109,2025-01-28,Hari Biasa,5,4200,0.0,0.2143,154,211
P0051061,109,2025-01-28,Hari Biasa,5,9598,0.436,0.031,6,4
P0053736,109,2025-01-28,Hari Biasa,5,3700,0.0,0.1351,117,248
P0049674,109,2025-01-28,Hari Biasa,5,14150,0.0,0.1378,55,310
P0052082,109,2025-01-28,Hari Biasa,5,5400,0.0,0.1852,140,225
P0051919,109,2025-01-28,Hari Biasa,5,26700,0.0,0.1685,159,206
P0049545,109,2025-01-28,Hari Biasa,5,12000,0.0,0.1583,146,219
P0050911,109,2025-01-28,Hari Biasa,5,1000,0.0,0.2,165,200
P0052176,109,2025-01-28,Hari Biasa,5,14200,0.0,0.2183,27,338
P0052505,109,2025-01-28,Hari Biasa,5,55000,0.0,0.2036,33,332
P0053301,109,2025-01-28,Hari Biasa,5,6000,0.0,0.1667,167,198
P0052656,109,2025-01-28,Hari Biasa,5,55400,0.0,0.1769,178,187
P0052626,109,2025-01-28,Hari Biasa,5,12750,0.0,0.1608,120,245
P0051275,109,2025-01-28,Hari Biasa,5,5600,0.0,0.1786,22,343
P0052730,109,2025-01-28,Hari Biasa,5,5600,0.0,0.1429,78,287
P0053523,109,2025-01-28,Hari Biasa,5,14200,0.0,0.1831,139,226
P0051204,109,2025-01-28,Hari Biasa,5,9950,0.0,0.206,42,323
P0053712,109,2025-01-28,Hari Biasa,5,8800,0.0,0.2273,26,339
P0055033,109,2025-01-28,Hari Biasa,5,5100,0.0,0.1569,180,185
P0052584,109,2025-01-28,Hari Biasa,5,9500,0.0,0.1684,135,230
P0055594,109,2025-01-28,Hari Biasa,5,52900,0.0,0.1645,44,321
P0052441,109,2025-01-28,Hari Biasa,5,14950,0.0,0.1906,132,233
P0052427,109,2025-01-28,Hari Biasa,5,9800,0.0,0.1837,18,347
P0052761,109,2025-01-28,Hari Biasa,5,16500,0.0,0.1697,119,246
P0056305,109,2025-01-28,Hari Biasa,5,5000,0.0,0.2,64,301
P0053225,109,2025-01-28,Hari Biasa,5,23150,0.0,0.1361,26,339
P0050040,109,2025-01-28,Hari Biasa,5,3700,0.0,0.1351,67,298
P0054072,109,2025-01-28,Hari Biasa,5,7600,0.0,0.1842,102,263
P0055633,109,2025-01-28,Hari Biasa,5,44800,0.0,0.1853,64,301
P0053542,109,2025-01-28,Hari Biasa,5,22700,0.0,0.1806,132,233
P0056359,109,2025-01-28,Hari Biasa,5,6750,0.0,0.2,143,222
P0053068,109,2025-01-28,Hari Biasa,5,10600,0.0,0.1415,117,248
P0051616,109,2025-01-28,Hari Biasa,5,64200,0.0,0.1807,112,253
P0051424,109,2025-01-28,Hari Biasa,5,25700,0.0,0.1946,84,281
P0053429,109,2025-01-28,Hari Biasa,5,2400,0.0,0.2083,32,333
P0052479,109,2025-01-28,Hari Biasa,5,26000,0.0,0.2154,148,217
P0055126,109,2025-01-28,Hari Biasa,5,13750,0.0,0.2291,127,238
P0051446,109,2025-01-28,Hari Biasa,5,16600,0.0,0.1807,120,245
P0063598,109,2025-01-28,Hari Biasa,6,6000,0.0,0.1667,77,288
P0067671,109,2025-01-28,Hari Biasa,6,33800,0.0,0.1775,33,332
P0058772,109,2025-01-28,Hari Biasa,6,8900,0.0,0.1461,75,290
P0060575,109,2025-01-28,Hari Biasa,6,6200,0.0,0.2097,112,253
P0062719,109,2025-01-28,Hari Biasa,6,3500,0.0,0.2286,156,209
P0060160,109,2025-01-28,Hari Biasa,6,32400,0.0,0.1821,66,299
P0064832,109,2025-01-28,Hari Biasa,6,8750,0.0,0.2114,70,295
P0063559,109,2025-01-28,Hari Biasa,6,48000,0.0,0.1646,153,212
P0057903,109,2025-01-28,Hari Biasa,6,29903,0.3269,0.0034,5,5
P0057341,109,2025-01-28,Hari Biasa,6,10600,0.0,0.1415,15,350
P0062386,109,2025-01-28,Hari Biasa,6,27950,0.0,0.1413,50,315
P0067761,109,2025-01-28,Hari Biasa,6,18700,0.0,0.1925,23,342
P0061888,109,2025-01-28,Hari Biasa,6,26400,0.0,0.1667,134,231
P0063723,109,2025-01-28,Hari Biasa,6,20350,0.0,0.2138,17,348
P0061113,109,2025-01-28,Hari Biasa,6,7150,0.0,0.1888,2,8
P0069123,109,2025-01-28,Hari Biasa,6,1900,0.0,0.2105,1,9
P0063827,109,2025-01-28,Hari Biasa,6,5654,0.3642,0.0272,5,5
P0063883,109,2025-01-28,Hari Biasa,6,40500,0.0,0.1778,64,301
P0067959,109,2025-01-28,Hari Biasa,6,14300,0.0,0.1888,78,287
P0069419,109,2025-01-28,Hari Biasa,6,25800,0.0,0.2016,27,338
P0062123,109,2025-01-28,Hari Biasa,6,6600,0.0,0.2121,172,193
P0069410,109,2025-01-28,Hari Biasa,6,41600,0.0,0.1851,140,225
P0063071,109,2025-01-28,Hari Biasa,6,9000,0.0,0.2111,102,263
P0058634,109,2025-01-28,Hari Biasa,6,7000,0.0,0.1286,172,193
P0058648,109,2025-01-28,Hari Biasa,6,6113,0.3646,0.0185,6,4
P0069787,109,2025-01-28,Hari Biasa,6,17200,0.0,0.186,122,243
P0070229,109,2025-01-28,Hari Biasa,6,63200,0.0,0.1598,49,316
P0060954,109,2025-01-28,Hari Biasa,6,1744,0.3285,0.1399,3,7
P0070684,109,2025-01-28,Hari Biasa,6,44100,0.0,0.1338,170,195
P0065917,109,2025-01-28,Hari Biasa,6,37100,0.0,0.186,84,281
P0072798,109,2025-01-28,Hari Biasa,7,22600,0.0,0.146,92,273
P0086742,109,2025-01-28,Hari Biasa,7,15150,0.0,0.1353,37,328
P0075653,109,2025-01-28,Hari Biasa,7,33200,0.0,0.1988,154,211
P0085305,109,2025-01-28,Hari Biasa,7,26800,0.0,0.2201,177,188
P0076216,109,2025-01-28,Hari Biasa,7,7600,0.0,0.2237,113,252
P0086420,109,2025-01-28,Hari Biasa,7,5800,0.0,0.1724,55,310
P0079384,109,2025-01-28,Hari Biasa,7,81950,0.0,0.1592,23,342
P0072551,109,2025-01-28,Hari Biasa,7,9800,0.0,0.1735,133,232
P0085836,109,2025-01-28,Hari Biasa,7,3535,0.3397,0.1231,7,3
P0083704,109,2025-01-28,Hari Biasa,7,5300,0.0,0.1509,38,327
P0089818,109,2025-01-28,Hari Biasa,7,27000,0.0,0.1333,35,330
P0082884,109,2025-01-28,Hari Biasa,7,1900,0.0,0.1579,39,326
P0088011,109,2025-01-28,Hari Biasa,7,33600,0.0,0.2292,74,291
P0089093,109,2025-01-28,Hari Biasa,7,27950,0.0,0.2021,177,188
P0086737,109,2025-01-28,Hari Biasa,7,7950,0.0,0.2075,1,9
P0075282,109,2025-01-28,Hari Biasa,7,9731,0.3779,0.0237,5,5
P0084783,109,2025-01-28,Hari Biasa,7,22700,0.0,0.1542,145,220
P0083130,109,2025-01-28,Hari Biasa,7,9675,0.4408,0.0388,5,5
P0085574,109,2025-01-28,Hari Biasa,7,27350,0.0,0.181,128,237
P0083322,109,2025-01-28,Hari Biasa,7,9900,0.0,0.1616,83,282
P0075566,109,2025-01-28,Hari Biasa,7,55700,0.0,0.1706,38,327
P0077388,109,2025-01-28,Hari Biasa,7,4550,0.0,0.1429,44,321
P0077509,109,2025-01-28,Hari Biasa,7,3663,0.3601,0.1264,4,6
P0079751,109,2025-01-28,Hari Biasa,7,32350,0.0,0.1468,2,8
P0087806,109,2025-01-28,Hari Biasa,7,27400,0.0,0.1825,120,245
P0086320,109,2025-01-28,Hari Biasa,7,5600,0.0,0.2143,90,275
P0084723,109,2025-01-28,Hari Biasa,7,5200,0.4376,0.0962,3,7
P0084083,109,2025-01-28,Hari Biasa,7,6400,0.0,0.2031,127,238
P0079763,109,2025-01-28,Hari Biasa,7,9000,0.0,0.1778,180,185
P0078353,109,2025-01-28,Hari Biasa,7,45800,0.0,0.2227,40,325
P0080915,109,2025-01-28,Hari Biasa,7,4823,0.3285,0.0877,3,7
P0079539,109,2025-01-28,Hari Biasa,7,4350,0.0,0.1954,51,314
P0084847,109,2025-01-28,Hari Biasa,7,15486,0.3354,0.012,5,5
P0082636,109,2025-01-28,Hari Biasa,7,2200,0.0,0.1818,43,322
P0081243,109,2025-01-28,Hari Biasa,7,30600,0.0,0.1438,149,216
P0078910,109,2025-01-28,Hari Biasa,7,47200,0.0,0.1758,82,283
P0085612,109,2025-01-28,Hari Biasa,7,8350,0.0,0.1377,68,297
P0078506,109,2025-01-28,Hari Biasa,7,16600,0.0,0.2048,109,256
P0075053,109,2025-01-28,Hari Biasa,7,4000,0.0,0.15,90,275
P0083990,109,2025-01-28,Hari Biasa,7,7700,0.0,0.1688,139,226
P0007017,109,2025-01-29,Hari Biasa,1,3900,0.0,0.1795,115,250
P0006515,109,2025-01-29,Hari Biasa,1,26400,0.0,0.1932,31,334
P0008614,109,2025-01-29,Hari Biasa,1,11400,0.0,0.1667,115,250
P0001000,109,2025-01-29,Hari Biasa,1,5800,0.0,0.1724,48,317
P0004412,109,2025-01-29,Hari Biasa,1,23200,0.0,0.1724,16,349
P0007715,109,2025-01-29,Hari Biasa,1,13600,0.0,0.1397,87,278
P0003885,109,2025-01-29,Hari Biasa,1,18950,0.0,0.1504,1,9
P0003735,109,2025-01-29,Hari Biasa,1,14200,0.0,0.1408,119,246
P0000877,109,2025-01-29,Hari Biasa,1,4700,0.0,0.1277,140,225
P0005746,109,2025-01-29,Hari Biasa,1,9400,0.0,0.1702,29,336
P0001077,109,2025-01-29,Hari Biasa,1,9000,0.0,0.2111,161,204
P0007146,109,2025-01-29,Hari Biasa,1,4150,0.0,0.1566,55,310
P0007120,109,2025-01-29,Hari Biasa,1,54000,0.0,0.1685,88,277
P0003899,109,2025-01-29,Hari Biasa,1,6700,0.0,0.1642,157,208
P0004719,109,2025-01-29,Hari Biasa,1,10400,0.0,0.1635,76,289
P0003525,109,2025-01-29,Hari Biasa,1,48400,0.0,0.1612,172,193
P0006385,109,2025-01-29,Hari Biasa,1,1997,0.3031,0.0986,6,4
P0002646,109,2025-01-29,Hari Biasa,1,24600,0.0,0.1789,75,290
P0006075,109,2025-01-29,Hari Biasa,1,8200,0.0,0.1951,73,292
P0002518,109,2025-01-29,Hari Biasa,1,21407,0.4709,0.019,3,7
P0005312,109,2025-01-29,Hari Biasa,1,27100,0.0,0.1808,48,317
P0002085,109,2025-01-29,Hari Biasa,1,4900,0.0,0.1633,69,296
P0006741,109,2025-01-29,Hari Biasa,1,2600,0.0,0.1923,164,201
P0006168,109,2025-01-29,Hari Biasa,1,32200,0.0,0.2112,65,300
P0002640,109,2025-01-29,Hari Biasa,1,9600,0.0,0.1562,53,312
P0005715,109,2025-01-29,Hari Biasa,1,22600,0.0,0.1814,120,245
P0007026,109,2025-01-29,Hari Biasa,1,24150,0.0,0.205,151,214
P0002593,109,2025-01-29,Hari Biasa,1,13400,0.0,0.194,149,216
P0003819,109,2025-01-29,Hari Biasa,1,6186,0.432,0.0462,7,3
P0001155,109,2025-01-29,Hari Biasa,1,3150,0.0,0.1429,65,300
P0008814,109,2025-01-29,Hari Biasa,1,53700,0.0,0.203,115,250
P0006221,109,2025-01-29,Hari Biasa,1,22200,0.0,0.1396,75,290
P0002976,109,2025-01-29,Hari Biasa,1,25500,0.0,0.1922,84,281
P0005526,109,2025-01-29,Hari Biasa,1,31800,0.0,0.217,15,350
P0004542,109,2025-01-29,Hari Biasa,1,84600,0.0,0.2045,27,338
P0008926,109,2025-01-29,Hari Biasa,1,12300,0.0,0.1789,161,204
P0001816,109,2025-01-29,Hari Biasa,1,39200,0.0,0.2066,158,207
P0004171,109,2025-01-29,Hari Biasa,1,13122,0.4708,0.0322,7,3
P0000865,109,2025-01-29,Hari Biasa,1,25700,0.0,0.2218,144,221
P0001203,109,2025-01-29,Hari Biasa,1,4288,0.4711,0.0905,7,3
P0004637,109,2025-01-29,Hari Biasa,1,7559,0.3829,0.021,5,5
P0001117,109,2025-01-29,Hari Biasa,1,34700,0.0,0.1758,62,303
P0002791,109,2025-01-29,Hari Biasa,1,17800,0.0,0.2303,110,255
P0009144,109,2025-01-29,Hari Biasa,1,5600,0.0,0.1964,179,186
P0008004,109,2025-01-29,Hari Biasa,1,8000,0.0,0.225,85,280
P0004331,109,2025-01-29,Hari Biasa,1,13100,0.0,0.2061,137,228
P0007112,109,2025-01-29,Hari Biasa,1,7750,0.0,0.1355,101,264
P0004127,109,2025-01-29,Hari Biasa,1,33500,0.0,0.1582,122,243
P0005001,109,2025-01-29,Hari Biasa,1,29000,0.0,0.169,158,207
P0007089,109,2025-01-29,Hari Biasa,1,12550,0.0,0.1873,176,189
P0006681,109,2025-01-29,Hari Biasa,1,5950,0.0,0.1933,142,223
P0004276,109,2025-01-29,Hari Biasa,1,14200,0.0,0.1549,29,336
P0002001,109,2025-01-29,Hari Biasa,1,8400,0.0,0.1905,111,254
P0000614,109,2025-01-29,Hari Biasa,1,34400,0.0,0.1628,94,271
P0001511,109,2025-01-29,Hari Biasa,1,7800,0.0,0.1667,143,222
P0008647,109,2025-01-29,Hari Biasa,1,10800,0.0,0.1389,55,310
P0003962,109,2025-01-29,Hari Biasa,1,26750,0.0,0.2224,19,346
P0008078,109,2025-01-29,Hari Biasa,1,82900,0.0,0.1713,141,224
P0008461,109,2025-01-29,Hari Biasa,1,81500,0.0,0.184,31,334
P0002433,109,2025-01-29,Hari Biasa,1,18400,0.0,0.1739,173,192
P0007506,109,2025-01-29,Hari Biasa,1,6300,0.0,0.1905,42,323
P0004600,109,2025-01-29,Hari Biasa,1,10400,0.0,0.2212,42,323
P0007780,109,2025-01-29,Hari Biasa,1,5931,0.3102,0.0558,6,4
P0007952,109,2025-01-29,Hari Biasa,1,27800,0.0,0.1763,145,220
P0007309,109,2025-01-29,Hari Biasa,1,10800,0.0,0.1296,84,281
P0008973,109,2025-01-29,Hari Biasa,1,6350,0.0,0.1654,103,262
P0006161,109,2025-01-29,Hari Biasa,1,20600,0.0,0.1456,2,8
P0006771,109,2025-01-29,Hari Biasa,1,6700,0.0,0.1343,101,264
P0001780,109,2025-01-29,Hari Biasa,1,13750,0.0,0.2218,102,263
P0005840,109,2025-01-29,Hari Biasa,1,10700,0.0,0.2056,156,209
P0001511,109,2025-01-29,Hari Biasa,1,7800,0.0,0.1667,99,266
P0005744,109,2025-01-29,Hari Biasa,1,28950,0.0,0.1364,70,295
P0001447,109,2025-01-29,Hari Biasa,1,11117,0.3151,0.0285,6,4
P0004158,109,2025-01-29,Hari Biasa,1,32600,0.0,0.1933,140,225
P0006603,109,2025-01-29,Hari Biasa,1,16856,0.4443,0.0271,7,3
P0001980,109,2025-01-29,Hari Biasa,1,10400,0.0,0.2115,145,220
P0001840,109,2025-01-29,Hari Biasa,1,23200,0.0,0.1293,2,8
P0006858,109,2025-01-29,Hari Biasa,1,9600,0.0,0.1667,49,316
P0008738,109,2025-01-29,Hari Biasa,1,12950,0.0,0.1892,101,264
P0001763,109,2025-01-29,Hari Biasa,1,3950,0.0,0.2152,41,324
P0001236,109,2025-01-29,Hari Biasa,1,49750,0.0,0.1779,127,238
P0002140,109,2025-01-29,Hari Biasa,1,14900,0.0,0.1409,76,289
P0005457,109,2025-01-29,Hari Biasa,1,28700,0.0,0.1324,157,208
P0000239,109,2025-01-29,Hari Biasa,1,12500,0.0,0.208,88,277
P0005496,109,2025-01-29,Hari Biasa,1,22000,0.0,0.2,1,9
P0006238,109,2025-01-29,Hari Biasa,1,8500,0.0,0.1765,25,340
P0002944,109,2025-01-29,Hari Biasa,1,5546,0.4362,0.0444,6,4
P0002842,109,2025-01-29,Hari Biasa,1,31210,0.4103,0.0131,6,4
P0000703,109,2025-01-29,Hari Biasa,1,5550,0.0,0.2072,151,214
P0007414,109,2025-01-29,Hari Biasa,1,21138,0.4422,0.0207,3,7
P0002696,109,2025-01-29,Hari Biasa,1,13500,0.0,0.1778,55,310
P0006839,109,2025-01-29,Hari Biasa,1,5000,0.0,0.22,104,261
P0002774,109,2025-01-29,Hari Biasa,1,19350,0.0,0.1576,48,317
P0008546,109,2025-01-29,Hari Biasa,1,4200,0.0,0.1667,36,329
P0007979,109,2025-01-29,Hari Biasa,1,12150,0.0,0.2099,2,8
P0007029,109,2025-01-29,Hari Biasa,1,45200,0.0,0.2168,69,296
P0007605,109,2025-01-29,Hari Biasa,1,8100,0.0,0.2222,120,245
P0006733,109,2025-01-29,Hari Biasa,1,29730,0.459,0.0111,5,5
P0007392,109,2025-01-29,Hari Biasa,1,2900,0.0,0.2069,2,8
P0001658,109,2025-01-29,Hari Biasa,1,6600,0.0,0.1364,107,258
P0006974,109,2025-01-29,Hari Biasa,1,16550,0.0,0.1843,107,258
P0001494,109,2025-01-29,Hari Biasa,1,14700,0.0,0.1701,86,279
P0006268,109,2025-01-29,Hari Biasa,1,14500,0.0,0.2138,77,288
P0004002,109,2025-01-29,Hari Biasa,1,24350,0.0,0.1745,63,302
P0007038,109,2025-01-29,Hari Biasa,1,4400,0.0,0.2045,21,344
P0007981,109,2025-01-29,Hari Biasa,1,14000,0.0,0.2214,126,239
P0007410,109,2025-01-29,Hari Biasa,1,26400,0.0,0.2008,142,223
P0003590,109,2025-01-29,Hari Biasa,1,6500,0.0,0.2154,36,329
P0000286,109,2025-01-29,Hari Biasa,1,18738,0.4254,0.0234,3,7
P0000650,109,2025-01-29,Hari Biasa,1,5800,0.0,0.1379,33,332
P0000033,109,2025-01-29,Hari Biasa,1,5500,0.0,0.2182,93,272
P0001948,109,2025-01-29,Hari Biasa,1,13350,0.0,0.1386,81,284
P0004407,109,2025-01-29,Hari Biasa,1,4500,0.0,0.1778,26,339
P0009029,109,2025-01-29,Hari Biasa,1,3796,0.3598,0.1043,3,7
P0007277,109,2025-01-29,Hari Biasa,1,11129,0.4257,0.0116,5,5
P0001048,109,2025-01-29,Hari Biasa,1,18400,0.0,0.1413,166,199
P0001170,109,2025-01-29,Hari Biasa,1,34100,0.0,0.1466,49,316
P0006475,109,2025-01-29,Hari Biasa,1,26000,0.0,0.1654,56,309
P0005412,109,2025-01-29,Hari Biasa,1,55150,0.0,0.1423,72,293
P0004746,109,2025-01-29,Hari Biasa,1,17200,0.0,0.2267,159,206
P0006200,109,2025-01-29,Hari Biasa,1,17300,0.0,0.2023,112,253
P0006088,109,2025-01-29,Hari Biasa,1,1000,0.0,0.2,78,287
P0006162,109,2025-01-29,Hari Biasa,1,18600,0.0,0.1613,177,188
P0006097,109,2025-01-29,Hari Biasa,1,8800,0.0,0.2273,180,185
P0008096,109,2025-01-29,Hari Biasa,1,4200,0.0,0.1905,65,300
P0004623,109,2025-01-29,Hari Biasa,1,5208,0.3427,0.0399,6,4
P0009212,109,2025-01-29,Hari Biasa,1,38000,0.0,0.1421,144,221
P0006137,109,2025-01-29,Hari Biasa,1,29300,0.0,0.1809,125,240
P0009143,109,2025-01-29,Hari Biasa,1,4400,0.0,0.1364,84,281
P0003744,109,2025-01-29,Hari Biasa,1,24500,0.0,0.2286,166,199
P0007115,109,2025-01-29,Hari Biasa,1,3181,0.3726,0.1512,4,6
P0002046,109,2025-01-29,Hari Biasa,1,50350,0.0,0.1658,100,265
P0004752,109,2025-01-29,Hari Biasa,1,14800,0.0,0.1486,1,9
P0002046,109,2025-01-29,Hari Biasa,1,50350,0.0,0.1658,158,207
P0004114,109,2025-01-29,Hari Biasa,1,31400,0.0,0.2134,103,262
P0001601,109,2025-01-29,Hari Biasa,1,10000,0.0,0.22,53,312
P0004900,109,2025-01-29,Hari Biasa,1,8032,0.3669,0.0164,5,5
P0008934,109,2025-01-29,Hari Biasa,1,67800,0.0,0.2065,37,328
P0020240,109,2025-01-29,Hari Biasa,2,29100,0.0,0.2199,57,308
P0014729,109,2025-01-29,Hari Biasa,2,12500,0.0,0.152,107,258
P0020409,109,2025-01-29,Hari Biasa,2,15300,0.0,0.1438,103,262
P0019735,109,2025-01-29,Hari Biasa,2,15800,0.0,0.2215,56,309
P0020450,109,2025-01-29,Hari Biasa,2,64000,0.0,0.2219,44,321
P0019814,109,2025-01-29,Hari Biasa,2,7000,0.0,0.1429,119,246
P0013580,109,2025-01-29,Hari Biasa,2,7800,0.0,0.1667,56,309
P0011208,109,2025-01-29,Hari Biasa,2,14500,0.0,0.2138,70,295
P0013565,109,2025-01-29,Hari Biasa,2,2550,0.0,0.1373,159,206
P0018117,109,2025-01-29,Hari Biasa,2,36200,0.0,0.2293,1,9
P0020001,109,2025-01-29,Hari Biasa,2,2400,0.0,0.2083,2,8
P0012808,109,2025-01-29,Hari Biasa,2,5600,0.0,0.2321,37,328
P0021140,109,2025-01-29,Hari Biasa,2,28800,0.0,0.2014,142,223
P0019612,109,2025-01-29,Hari Biasa,2,5502,0.3656,0.0549,7,3
P0017598,109,2025-01-29,Hari Biasa,2,7150,0.0,0.2168,1,9
P0012661,109,2025-01-29,Hari Biasa,2,14416,0.4155,0.015,3,7
P0018911,109,2025-01-29,Hari Biasa,2,3400,0.0,0.2059,99,266
P0018712,109,2025-01-29,Hari Biasa,2,7200,0.0,0.1389,44,321
P0009865,109,2025-01-29,Hari Biasa,2,6750,0.0,0.2296,47,318
P0018576,109,2025-01-29,Hari Biasa,2,6750,0.0,0.1704,68,297
P0011908,109,2025-01-29,Hari Biasa,2,15550,0.0,0.209,105,260
P0011244,109,2025-01-29,Hari Biasa,2,8900,0.0,0.2022,160,205
P0019562,109,2025-01-29,Hari Biasa,2,14522,0.3145,0.0084,7,3
P0018720,109,2025-01-29,Hari Biasa,2,11950,0.0,0.1548,62,303
P0014915,109,2025-01-29,Hari Biasa,2,5500,0.0,0.1636,152,213
P0011867,109,2025-01-29,Hari Biasa,2,19200,0.0,0.151,169,196
P0011869,109,2025-01-29,Hari Biasa,2,13570,0.3137,0.0346,3,7
P0017197,109,2025-01-29,Hari Biasa,2,16800,0.0,0.1845,93,272
P0017949,109,2025-01-29,Hari Biasa,2,25950,0.0,0.1676,60,305
