id_produk,minggu,tanggal_transaksi,current_event,id_toko,harga_promosi,diskon,tipe_diskon,margin_promosi,hari_jual,kedaluwarsa
P00035142,108,2025-01-20,Hari Biasa,4,13545,0.448,Expired Discount,0.0281,176,4
P00040928,108,2025-01-20,Hari Biasa,4,6100,0.0,Tanpa Diskon,0.173,64,206
P00040912,108,2025-01-20,Hari Biasa,4,8100,0.0,Tanpa Diskon,0.1864,126,239
P00039651,108,2025-01-20,Hari Biasa,4,23480,0.318,Expired Discount,0.0163,5,9
P00036318,108,2025-01-20,Hari Biasa,4,18171,0.4588,Expired Discount,0.0205,8,6
P00038174,108,2025-01-20,Hari Biasa,4,24300,0.0,Tanpa Diskon,0.133,68,297
P00039645,108,2025-01-20,Hari Biasa,4,31300,0.0,Tanpa Diskon,0.2223,147,218
P00046851,108,2025-01-20,Hari Biasa,5,10620,0.4607,Expired Discount,0.0287,4,10
P00053615,108,2025-01-20,Hari Biasa,5,30400,0.0,Tanpa Diskon,0.1845,72,658
P00053616,108,2025-01-20,Hari Biasa,5,16200,0.0,Tanpa Diskon,0.1631,83,97
P00052311,108,2025-01-20,Hari Biasa,5,16500,0.0,Tanpa Diskon,0.1363,30,15
P00050342,108,2025-01-20,Hari Biasa,5,76256,0.4001,Expired Discount,0.0014,4,3
P00053713,108,2025-01-20,Hari Biasa,5,14600,0.0,Tanpa Diskon,0.2201,160,205
P00049772,108,2025-01-20,Hari Biasa,5,28000,0.0,Tanpa Diskon,0.1646,149,31
P00047620,108,2025-01-20,Hari Biasa,5,19800,0.0,Tanpa Diskon,0.1489,95,270
P00048120,108,2025-01-20,Hari Biasa,5,12700,0.0,Tanpa Diskon,0.1869,16,29
P00052412,108,2025-01-20,Hari Biasa,5,4200,0.0,Tanpa Diskon,0.2236,26,339
P00048487,108,2025-01-20,Hari Biasa,5,29000,0.0,Tanpa Diskon,0.2116,120,610
P00048289,108,2025-01-20,Hari Biasa,5,2500,0.0,Tanpa Diskon,0.1464,36,329
P00047431,108,2025-01-20,Hari Biasa,5,29200,0.0,Tanpa Diskon,0.1841,154,-64
P00051569,108,2025-01-20,Hari Biasa,5,20400,0.0,Tanpa Diskon,0.2019,170,195
P00050245,108,2025-01-20,Hari Biasa,5,20200,0.0,Tanpa Diskon,0.2048,79,286
P00050523,108,2025-01-20,Hari Biasa,5,11200,0.0,Tanpa Diskon,0.1879,106,259
P00050751,108,2025-01-20,Hari Biasa,5,20500,0.0,Tanpa Diskon,0.1864,130,235
P00054092,108,2025-01-20,Hari Biasa,5,20600,0.0,Tanpa Diskon,0.1929,62,-32
P00050300,108,2025-01-20,Hari Biasa,5,23500,0.0,Tanpa Diskon,0.1465,180,185
P00050436,108,2025-01-20,Hari Biasa,5,17300,0.0,Tanpa Diskon,0.1403,137,228
P00047472,108,2025-01-20,Hari Biasa,5,8500,0.0,Tanpa Diskon,0.1672,44,321
P00048593,108,2025-01-20,Hari Biasa,5,14804,0.3847,Expired Discount,0.0193,5,5
P00048321,108,2025-01-20,Hari Biasa,5,5600,0.0,Tanpa Diskon,0.1434,85,280
P00049919,108,2025-01-20,Hari Biasa,5,14900,0.0,Tanpa Diskon,0.2256,170,195
P00052744,108,2025-01-20,Hari Biasa,5,25000,0.0,Tanpa Diskon,0.1556,36,329
P00051400,108,2025-01-20,Hari Biasa,5,20317,0.4899,Expired Discount,0.008,3,11
P00052166,108,2025-01-20,Hari Biasa,5,17200,0.0,Tanpa Diskon,0.1681,97,998
P00048417,108,2025-01-20,Hari Biasa,5,21700,0.0,Tanpa Diskon,0.1472,144,221
P00047247,108,2025-01-20,Hari Biasa,5,7300,0.0,Tanpa Diskon,0.2171,46,319
P00054010,108,2025-01-20,Hari Biasa,5,15642,0.4186,Expired Discount,0.0238,4,6
P00049559,108,2025-01-20,Hari Biasa,5,16900,0.0,Tanpa Diskon,0.1863,27,338
P00053217,108,2025-01-20,Hari Biasa,5,26200,0.0,Tanpa Diskon,0.2213,83,282
P00046889,108,2025-01-20,Hari Biasa,5,13100,0.0,Tanpa Diskon,0.128,63,302
P00049057,108,2025-01-20,Hari Biasa,5,19900,0.0,Tanpa Diskon,0.172,20,25
P00052462,108,2025-01-20,Hari Biasa,5,11200,0.0,Tanpa Diskon,0.1313,102,263
P00053562,108,2025-01-20,Hari Biasa,5,17600,0.0,Tanpa Diskon,0.2024,41,324
P00048620,108,2025-01-20,Hari Biasa,5,18400,0.0,Tanpa Diskon,0.1943,117,248
P00049090,108,2025-01-20,Hari Biasa,5,15700,0.0,Tanpa Diskon,0.1361,49,681
P00051594,108,2025-01-20,Hari Biasa,5,8900,0.0,Tanpa Diskon,0.2029,151,214
P00051044,108,2025-01-20,Hari Biasa,5,26100,0.0,Tanpa Diskon,0.1918,23,707
P00047687,108,2025-01-20,Hari Biasa,5,11000,0.0,Tanpa Diskon,0.1822,123,242
P00051736,108,2025-01-20,Hari Biasa,5,15500,0.0,Tanpa Diskon,0.1525,158,207
P00052597,108,2025-01-20,Hari Biasa,5,23300,0.0,Tanpa Diskon,0.1625,20,345
P00050100,108,2025-01-20,Hari Biasa,5,29200,0.0,Tanpa Diskon,0.2175,124,241
P00052934,108,2025-01-20,Hari Biasa,5,14700,0.0,Tanpa Diskon,0.1622,150,215
P00048418,108,2025-01-20,Hari Biasa,5,17800,0.0,Tanpa Diskon,0.211,143,37
P00054100,108,2025-01-20,Hari Biasa,5,4600,0.0,Tanpa Diskon,0.2317,153,212
P00051643,108,2025-01-20,Hari Biasa,5,26900,0.0,Tanpa Diskon,0.1888,68,297
P00053104,108,2025-01-20,Hari Biasa,5,18100,0.0,Tanpa Diskon,0.1347,177,188
P00049483,108,2025-01-20,Hari Biasa,5,14400,0.0,Tanpa Diskon,0.1408,178,187
P00047677,108,2025-01-20,Hari Biasa,5,14200,0.0,Tanpa Diskon,0.1505,35,330
P00047870,108,2025-01-20,Hari Biasa,5,23500,0.0,Tanpa Diskon,0.1862,164,201
P00050164,108,2025-01-20,Hari Biasa,5,31300,0.0,Tanpa Diskon,0.2283,16,349
P00051416,108,2025-01-20,Hari Biasa,5,3800,0.0,Tanpa Diskon,0.2147,20,1075
P00052437,108,2025-01-20,Hari Biasa,5,16100,0.0,Tanpa Diskon,0.2077,124,241
P00052975,108,2025-01-20,Hari Biasa,5,7500,0.0,Tanpa Diskon,0.1415,51,314
P00047847,108,2025-01-20,Hari Biasa,5,18000,0.0,Tanpa Diskon,0.2264,82,283
P00050866,108,2025-01-20,Hari Biasa,5,11900,0.0,Tanpa Diskon,0.1705,107,258
P00050443,108,2025-01-20,Hari Biasa,5,12900,0.0,Tanpa Diskon,0.1655,44,321
P00051718,108,2025-01-20,Hari Biasa,5,28200,0.0,Tanpa Diskon,0.1322,131,234
P00052848,108,2025-01-20,Hari Biasa,5,15566,0.4978,Expired Discount,0.0103,77,13
P00050227,108,2025-01-20,Hari Biasa,5,75200,0.0,Tanpa Diskon,0.1925,37,693
P00053855,108,2025-01-20,Hari Biasa,5,77476,0.4341,Expired Discount,0.0039,3,4
P00048202,108,2025-01-20,Hari Biasa,5,6000,0.0,Tanpa Diskon,0.2138,58,307
P00052356,108,2025-01-20,Hari Biasa,5,28500,0.0,Tanpa Diskon,0.146,172,558
P00047326,108,2025-01-20,Hari Biasa,5,12000,0.0,Tanpa Diskon,0.2081,117,248
P00050062,108,2025-01-20,Hari Biasa,5,14304,0.4231,Expired Discount,0.0343,4,10
P00047334,108,2025-01-20,Hari Biasa,5,2700,0.0,Tanpa Diskon,0.1748,31,334
P00049236,108,2025-01-20,Hari Biasa,5,28300,0.0,Tanpa Diskon,0.1484,30,335
P00049404,108,2025-01-20,Hari Biasa,5,3900,0.0,Tanpa Diskon,0.1838,88,642
P00053522,108,2025-01-20,Hari Biasa,5,5000,0.0,Tanpa Diskon,0.188,165,200
P00050644,108,2025-01-20,Hari Biasa,5,2710,0.4301,Expired Discount,0.0904,6,8
P00050040,108,2025-01-20,Hari Biasa,5,3400,0.0,Tanpa Diskon,0.2206,49,316
P00052633,108,2025-01-20,Hari Biasa,5,25400,0.0,Tanpa Diskon,0.1525,132,233
P00053922,108,2025-01-20,Hari Biasa,5,20200,0.0,Tanpa Diskon,0.1499,66,299
P00052132,108,2025-01-20,Hari Biasa,5,14900,0.0,Tanpa Diskon,0.1738,94,271
P00050364,108,2025-01-20,Hari Biasa,5,30500,0.0,Tanpa Diskon,0.216,151,214
P00047642,108,2025-01-20,Hari Biasa,5,19100,0.0,Tanpa Diskon,0.1492,94,271
P00050495,108,2025-01-20,Hari Biasa,5,5000,0.0,Tanpa Diskon,0.175,68,662
P00050660,108,2025-01-20,Hari Biasa,5,24500,0.0,Tanpa Diskon,0.1656,143,222
P00053709,108,2025-01-20,Hari Biasa,5,13500,0.0,Tanpa Diskon,0.2151,165,105
P00051368,108,2025-01-20,Hari Biasa,5,8100,0.0,Tanpa Diskon,0.1423,70,295
P00047446,108,2025-01-20,Hari Biasa,5,16400,0.0,Tanpa Diskon,0.1658,132,598
P00047951,108,2025-01-20,Hari Biasa,5,12000,0.0,Tanpa Diskon,0.1809,36,329
P00052050,108,2025-01-20,Hari Biasa,5,36742,0.4636,Expired Discount,0.0105,1,4
P00050769,108,2025-01-20,Hari Biasa,5,34944,0.4999,Expired Discount,0.0137,3,4
P00050236,108,2025-01-20,Hari Biasa,5,21900,0.0,Tanpa Diskon,0.1541,153,212
P00052541,108,2025-01-20,Hari Biasa,5,12700,0.0,Tanpa Diskon,0.1467,121,609
P00053202,108,2025-01-20,Hari Biasa,5,21100,0.0,Tanpa Diskon,0.1667,80,285
P00053112,108,2025-01-20,Hari Biasa,5,78500,0.0,Tanpa Diskon,0.2178,179,551
P00051369,108,2025-01-20,Hari Biasa,5,23300,0.0,Tanpa Diskon,0.2249,73,657
P00049514,108,2025-01-20,Hari Biasa,5,10000,0.0,Tanpa Diskon,0.173,157,208
P00051398,108,2025-01-20,Hari Biasa,5,12900,0.0,Tanpa Diskon,0.1709,49,316
P00052296,108,2025-01-20,Hari Biasa,5,10100,0.0,Tanpa Diskon,0.1838,24,341
P00054454,108,2025-01-20,Hari Biasa,6,22700,0.0,Tanpa Diskon,0.1304,145,220
P00068065,108,2025-01-20,Hari Biasa,6,12700,0.0,Tanpa Diskon,0.161,19,711
P00068535,108,2025-01-20,Hari Biasa,6,6500,0.0,Tanpa Diskon,0.1705,58,1037
P00063733,108,2025-01-20,Hari Biasa,6,5800,0.0,Tanpa Diskon,0.181,22,158
P00063193,108,2025-01-20,Hari Biasa,6,29000,0.0,Tanpa Diskon,0.2089,90,275
P00056198,108,2025-01-20,Hari Biasa,6,23600,0.0,Tanpa Diskon,0.1787,77,288
P00067846,108,2025-01-20,Hari Biasa,6,23800,0.0,Tanpa Diskon,0.1686,107,258
P00064071,108,2025-01-20,Hari Biasa,6,19000,0.0,Tanpa Diskon,0.2003,80,-50
P00064056,108,2025-01-20,Hari Biasa,6,27400,0.0,Tanpa Diskon,0.1832,52,313
P00066036,108,2025-01-20,Hari Biasa,6,26800,0.0,Tanpa Diskon,0.1933,133,597
P00065828,108,2025-01-20,Hari Biasa,6,15800,0.0,Tanpa Diskon,0.1755,100,265
P00067313,108,2025-01-20,Hari Biasa,6,29500,0.0,Tanpa Diskon,0.2242,153,212
P00067642,108,2025-01-20,Hari Biasa,6,10300,0.0,Tanpa Diskon,0.1583,151,214
P00062743,108,2025-01-20,Hari Biasa,6,27600,0.0,Tanpa Diskon,0.1852,169,196
P00055985,108,2025-01-20,Hari Biasa,6,23795,0.4556,Expired Discount,0.0104,27,3
P00059747,108,2025-01-20,Hari Biasa,6,16200,0.0,Tanpa Diskon,0.1396,22,343
P00059820,108,2025-01-20,Hari Biasa,6,17300,0.0,Tanpa Diskon,0.2062,113,252
P00058054,108,2025-01-20,Hari Biasa,6,7700,0.0,Tanpa Diskon,0.2216,106,259
P00064627,108,2025-01-20,Hari Biasa,6,27300,0.0,Tanpa Diskon,0.2152,110,255
P00056864,108,2025-01-20,Hari Biasa,6,20100,0.0,Tanpa Diskon,0.1836,135,230
P00068618,108,2025-01-20,Hari Biasa,6,3400,0.0,Tanpa Diskon,0.2059,140,225
P00061298,108,2025-01-20,Hari Biasa,6,15400,0.0,Tanpa Diskon,0.1907,99,266
P00063766,108,2025-01-20,Hari Biasa,6,3500,0.0,Tanpa Diskon,0.1609,49,316
P00055075,108,2025-01-20,Hari Biasa,6,30400,0.0,Tanpa Diskon,0.2298,100,265
P00061851,108,2025-01-20,Hari Biasa,6,21900,0.0,Tanpa Diskon,0.1778,119,246
P00062453,108,2025-01-20,Hari Biasa,6,15500,0.0,Tanpa Diskon,0.1523,78,287
P00066728,108,2025-01-20,Hari Biasa,6,20300,0.0,Tanpa Diskon,0.1617,170,195
P00062845,108,2025-01-20,Hari Biasa,6,23700,0.0,Tanpa Diskon,0.2209,98,267
P00054383,108,2025-01-20,Hari Biasa,6,18200,0.0,Tanpa Diskon,0.2159,30,335
P00058291,108,2025-01-20,Hari Biasa,6,7100,0.0,Tanpa Diskon,0.1506,170,195
P00063591,108,2025-01-20,Hari Biasa,6,11300,0.0,Tanpa Diskon,0.2214,167,198
P00068184,108,2025-01-20,Hari Biasa,6,13100,0.0,Tanpa Diskon,0.1638,176,189
P00056551,108,2025-01-20,Hari Biasa,6,6400,0.0,Tanpa Diskon,0.1517,92,273
P00066944,108,2025-01-20,Hari Biasa,6,14000,0.0,Tanpa Diskon,0.1861,36,1059
P00054658,108,2025-01-20,Hari Biasa,6,13200,0.0,Tanpa Diskon,0.1988,77,653
P00065638,108,2025-01-20,Hari Biasa,6,5500,0.0,Tanpa Diskon,0.2058,24,341
P00055038,108,2025-01-20,Hari Biasa,6,18400,0.0,Tanpa Diskon,0.1943,113,67
P00054501,108,2025-01-20,Hari Biasa,6,9700,0.0,Tanpa Diskon,0.1415,106,259
P00058606,108,2025-01-20,Hari Biasa,6,4400,0.0,Tanpa Diskon,0.1327,154,211
P00067415,108,2025-01-20,Hari Biasa,6,11600,0.0,Tanpa Diskon,0.1526,79,286
P00059169,108,2025-01-20,Hari Biasa,6,29300,0.0,Tanpa Diskon,0.1932,78,287
P00054885,108,2025-01-20,Hari Biasa,6,24936,0.3859,Expired Discount,0.019,7,7
P00055707,108,2025-01-20,Hari Biasa,6,19100,0.0,Tanpa Diskon,0.2243,43,687
P00056153,108,2025-01-20,Hari Biasa,6,20600,0.0,Tanpa Diskon,0.1757,10,35
P00067087,108,2025-01-20,Hari Biasa,6,15600,0.0,Tanpa Diskon,0.1837,106,259
P00056456,108,2025-01-20,Hari Biasa,6,18600,0.0,Tanpa Diskon,0.1648,65,300
P00057898,108,2025-01-20,Hari Biasa,6,14987,0.3952,Expired Discount,0.0087,2,8
P00081831,108,2025-01-20,Hari Biasa,7,7500,0.0,Tanpa Diskon,0.1368,60,670
P00069261,108,2025-01-20,Hari Biasa,7,19900,0.0,Tanpa Diskon,0.1936,67,298
P00086120,108,2025-01-20,Hari Biasa,7,61129,0.4091,Expired Discount,0.0039,4,3
P00073733,108,2025-01-20,Hari Biasa,7,17304,0.4074,Expired Discount,0.0132,5,9
P00082422,108,2025-01-20,Hari Biasa,7,15368,0.4772,Expired Discount,0.0214,3,11
P00075311,108,2025-01-20,Hari Biasa,7,13200,0.0,Tanpa Diskon,0.1323,74,291
P00078720,108,2025-01-20,Hari Biasa,7,4200,0.0,Tanpa Diskon,0.1683,134,231
P00071032,108,2025-01-20,Hari Biasa,7,6572,0.2447,Discount Perkenalan,0.0342,139,226
P00072700,108,2025-01-20,Hari Biasa,7,21900,0.0,Tanpa Diskon,0.2229,15,75
P00082124,108,2025-01-20,Hari Biasa,7,16200,0.0,Tanpa Diskon,0.1601,27,703
P00072358,108,2025-01-20,Hari Biasa,7,24000,0.1554,Discount Perkenalan,0.0371,120,245
P00079969,108,2025-01-20,Hari Biasa,7,3318,0.4096,Expired Discount,0.1206,1,9
P00072936,108,2025-01-20,Hari Biasa,7,5600,0.0,Tanpa Diskon,0.2137,38,232
P00077884,108,2025-01-20,Hari Biasa,7,20047,0.3737,Expired Discount,0.0218,5,9
P00076668,108,2025-01-20,Hari Biasa,7,10800,0.1644,Discount Perkenalan,0.0449,159,206
P00074124,108,2025-01-20,Hari Biasa,7,23700,0.0,Tanpa Diskon,0.2057,170,195
P00075379,108,2025-01-20,Hari Biasa,7,10700,0.0,Tanpa Diskon,0.2259,87,278
P00077612,108,2025-01-20,Hari Biasa,7,27700,0.0,Tanpa Diskon,0.1928,54,1041
P00079060,108,2025-01-20,Hari Biasa,7,6100,0.0,Tanpa Diskon,0.1525,36,144
P00076729,108,2025-01-20,Hari Biasa,7,26300,0.0,Tanpa Diskon,0.2155,57,-27
P00072971,108,2025-01-20,Hari Biasa,7,11600,0.0,Tanpa Diskon,0.2022,138,42
P00079887,108,2025-01-20,Hari Biasa,7,53900,0.0,Tanpa Diskon,0.1437,84,646
P00079760,108,2025-01-20,Hari Biasa,7,22000,0.0,Tanpa Diskon,0.1574,170,560
P00085401,108,2025-01-20,Hari Biasa,7,20100,0.0,Tanpa Diskon,0.1736,26,339
P00075761,108,2025-01-20,Hari Biasa,7,23579,0.3903,Expired Discount,0.0079,4,10
P00075225,108,2025-01-20,Hari Biasa,7,28100,0.0,Tanpa Diskon,0.1364,146,584
P00081016,108,2025-01-20,Hari Biasa,7,13800,0.0,Tanpa Diskon,0.133,62,1033
P00071696,108,2025-01-20,Hari Biasa,7,27100,0.0,Tanpa Diskon,0.1368,67,298
P00073450,108,2025-01-20,Hari Biasa,7,19200,0.0,Tanpa Diskon,0.1404,115,980
P00074675,108,2025-01-20,Hari Biasa,7,32300,0.0,Tanpa Diskon,0.2294,173,367
P00070410,108,2025-01-20,Hari Biasa,7,48390,0.4928,Expired Discount,0.0063,1,6
P00086218,108,2025-01-20,Hari Biasa,7,7700,0.0,Tanpa Diskon,0.2152,151,214
P00085003,108,2025-01-20,Hari Biasa,7,8100,0.0,Tanpa Diskon,0.2198,119,246
P00081405,108,2025-01-20,Hari Biasa,7,18900,0.0,Tanpa Diskon,0.1501,168,197
P00086707,108,2025-01-20,Hari Biasa,7,81283,0.3257,Expired Discount,0.0039,2,5
P00084788,108,2025-01-20,Hari Biasa,7,22400,0.0,Tanpa Diskon,0.1504,114,-24
P00082976,108,2025-01-20,Hari Biasa,7,7400,0.0,Tanpa Diskon,0.143,128,237
P00080245,108,2025-01-20,Hari Biasa,7,26100,0.0,Tanpa Diskon,0.1421,57,308
P00073261,108,2025-01-20,Hari Biasa,7,9600,0.0,Tanpa Diskon,0.1955,48,317
P00003188,108,2025-01-21,Hari Biasa,1,16200,0.0,Tanpa Diskon,0.1793,24,341
P00003681,108,2025-01-21,Hari Biasa,1,11200,0.0,Tanpa Diskon,0.1344,79,286
P00003031,108,2025-01-21,Hari Biasa,1,8500,0.0,Tanpa Diskon,0.2024,134,596
P00005922,108,2025-01-21,Hari Biasa,1,31500,0.0,Tanpa Diskon,0.2151,167,198
P00005034,108,2025-01-21,Hari Biasa,1,3200,0.0,Tanpa Diskon,0.1656,109,256
P00001310,108,2025-01-21,Hari Biasa,1,7400,0.0,Tanpa Diskon,0.1561,67,298
P00006307,108,2025-01-21,Hari Biasa,1,21200,0.0,Tanpa Diskon,0.1387,94,271
P00001596,108,2025-01-21,Hari Biasa,1,24500,0.0,Tanpa Diskon,0.2051,73,292
P00003577,108,2025-01-21,Hari Biasa,1,11900,0.0,Tanpa Diskon,0.1639,20,345
P00000498,108,2025-01-21,Hari Biasa,1,69100,0.0,Tanpa Diskon,0.2249,64,666
P00000310,108,2025-01-21,Hari Biasa,1,7500,0.0,Tanpa Diskon,0.1639,118,152
P00005119,108,2025-01-21,Hari Biasa,1,23700,0.0,Tanpa Diskon,0.2038,21,344
P00004611,108,2025-01-21,Hari Biasa,1,9300,0.0,Tanpa Diskon,0.1581,19,346
P00001872,108,2025-01-21,Hari Biasa,1,23300,0.0,Tanpa Diskon,0.1928,142,588
P00004609,108,2025-01-21,Hari Biasa,1,9400,0.0,Tanpa Diskon,0.1574,74,291
P00001473,108,2025-01-21,Hari Biasa,1,12300,0.0,Tanpa Diskon,0.2085,19,346
P00000962,108,2025-01-21,Hari Biasa,1,21300,0.0,Tanpa Diskon,0.1749,87,278
P00003437,108,2025-01-21,Hari Biasa,1,10000,0.0,Tanpa Diskon,0.1486,150,580
P00005548,108,2025-01-21,Hari Biasa,1,15300,0.0,Tanpa Diskon,0.1609,102,263
P00003265,108,2025-01-21,Hari Biasa,1,23900,0.0,Tanpa Diskon,0.199,23,342
P00006420,108,2025-01-21,Hari Biasa,1,21300,0.0,Tanpa Diskon,0.1992,148,217
P00005860,108,2025-01-21,Hari Biasa,1,14904,0.434,Expired Discount,0.0227,4,10
P00004800,108,2025-01-21,Hari Biasa,1,15900,0.0,Tanpa Diskon,0.1969,123,242
P00001034,108,2025-01-21,Hari Biasa,1,14800,0.0,Tanpa Diskon,0.1772,150,580
P00002401,108,2025-01-21,Hari Biasa,1,26000,0.0,Tanpa Diskon,0.2288,86,279
P00003251,108,2025-01-21,Hari Biasa,1,94557,0.4556,Expired Discount,0.0032,1,6
P00003251,108,2025-01-21,Hari Biasa,1,94500,0.4131,Expired Discount,0.0026,2,5
P00000298,108,2025-01-21,Hari Biasa,1,11200,0.0,Tanpa Diskon,0.2079,120,610
P00002488,108,2025-01-21,Hari Biasa,1,3100,0.0,Tanpa Diskon,0.14,179,186
P00004156,108,2025-01-21,Hari Biasa,1,15600,0.0,Tanpa Diskon,0.2291,22,343
P00004877,108,2025-01-21,Hari Biasa,1,27600,0.0,Tanpa Diskon,0.1608,33,697
P00000041,108,2025-01-21,Hari Biasa,1,24100,0.0,Tanpa Diskon,0.2266,67,298
P00005554,108,2025-01-21,Hari Biasa,1,21900,0.0,Tanpa Diskon,0.2106,110,255
P00004631,108,2025-01-21,Hari Biasa,1,8200,0.0,Tanpa Diskon,0.1977,17,348
P00002268,108,2025-01-21,Hari Biasa,1,20300,0.0,Tanpa Diskon,0.1341,57,308
P00006440,108,2025-01-21,Hari Biasa,1,19100,0.0,Tanpa Diskon,0.2294,126,239
P00001890,108,2025-01-21,Hari Biasa,1,32766,0.4102,Expired Discount,0.0093,2,5
P00006768,108,2025-01-21,Hari Biasa,1,20500,0.0,Tanpa Diskon,0.213,27,1068
P00004201,108,2025-01-21,Hari Biasa,1,16400,0.0,Tanpa Diskon,0.1587,76,654
P00001825,108,2025-01-21,Hari Biasa,1,8376,0.3391,Expired Discount,0.0239,3,11
P00003529,108,2025-01-21,Hari Biasa,1,29500,0.0,Tanpa Diskon,0.2263,76,289
P00003579,108,2025-01-21,Hari Biasa,1,67300,0.0,Tanpa Diskon,0.1477,92,638
P00005439,108,2025-01-21,Hari Biasa,1,30200,0.0,Tanpa Diskon,0.1875,64,301
P00001434,108,2025-01-21,Hari Biasa,1,23600,0.0,Tanpa Diskon,0.1978,103,77
P00001792,108,2025-01-21,Hari Biasa,1,20000,0.0,Tanpa Diskon,0.1797,27,63
P00003245,108,2025-01-21,Hari Biasa,1,28400,0.0,Tanpa Diskon,0.1981,180,185
P00006096,108,2025-01-21,Hari Biasa,1,7500,0.0,Tanpa Diskon,0.1375,117,248
P00003299,108,2025-01-21,Hari Biasa,1,27400,0.0,Tanpa Diskon,0.1669,152,213
P00004773,108,2025-01-21,Hari Biasa,1,12500,0.0,Tanpa Diskon,0.222,59,306
P00006681,108,2025-01-21,Hari Biasa,1,30400,0.0,Tanpa Diskon,0.2293,168,197
P00002665,108,2025-01-21,Hari Biasa,1,84617,0.4145,Expired Discount,0.0025,1,6
P00006265,108,2025-01-21,Hari Biasa,1,6000,0.0,Tanpa Diskon,0.1573,59,671
P00001625,108,2025-01-21,Hari Biasa,1,26800,0.0,Tanpa Diskon,0.1925,89,276
P00003548,108,2025-01-21,Hari Biasa,1,22200,0.0,Tanpa Diskon,0.163,164,201
P00005121,108,2025-01-21,Hari Biasa,1,11200,0.0,Tanpa Diskon,0.2125,169,196
P00000613,108,2025-01-21,Hari Biasa,1,7400,0.0,Tanpa Diskon,0.187,156,209
P00001058,108,2025-01-21,Hari Biasa,1,17000,0.0,Tanpa Diskon,0.2277,89,276
P00001905,108,2025-01-21,Hari Biasa,1,19800,0.0,Tanpa Diskon,0.2226,52,678
P00001290,108,2025-01-21,Hari Biasa,1,13700,0.0,Tanpa Diskon,0.1568,165,200
P00004073,108,2025-01-21,Hari Biasa,1,3200,0.0,Tanpa Diskon,0.1578,24,341
P00006589,108,2025-01-21,Hari Biasa,1,9600,0.0,Tanpa Diskon,0.1889,26,704
P00005174,108,2025-01-21,Hari Biasa,1,21200,0.0,Tanpa Diskon,0.1508,133,47
P00004457,108,2025-01-21,Hari Biasa,1,19000,0.0,Tanpa Diskon,0.1398,129,236
P00002744,108,2025-01-21,Hari Biasa,1,21000,0.0,Tanpa Diskon,0.1476,75,290
P00004936,108,2025-01-21,Hari Biasa,1,26500,0.0,Tanpa Diskon,0.1895,75,105
P00006175,108,2025-01-21,Hari Biasa,1,2600,0.0,Tanpa Diskon,0.2038,126,54
P00003201,108,2025-01-21,Hari Biasa,1,24400,0.0,Tanpa Diskon,0.132,76,289
P00003978,108,2025-01-21,Hari Biasa,1,4000,0.0,Tanpa Diskon,0.1593,28,702
P00002298,108,2025-01-21,Hari Biasa,1,6500,0.0,Tanpa Diskon,0.174,177,188
P00005212,108,2025-01-21,Hari Biasa,1,28900,0.0,Tanpa Diskon,0.1397,169,926
P00003307,108,2025-01-21,Hari Biasa,1,12900,0.0,Tanpa Diskon,0.1336,25,340
P00004647,108,2025-01-21,Hari Biasa,1,6400,0.0,Tanpa Diskon,0.1844,116,249
P00003997,108,2025-01-21,Hari Biasa,1,4600,0.0,Tanpa Diskon,0.1602,165,930
P00000480,108,2025-01-21,Hari Biasa,1,13300,0.0,Tanpa Diskon,0.1601,178,187
P00006496,108,2025-01-21,Hari Biasa,1,2890,0.373,Expired Discount,0.1419,7,3
P00003571,108,2025-01-21,Hari Biasa,1,6200,0.0,Tanpa Diskon,0.1565,110,620
P00006731,108,2025-01-21,Hari Biasa,1,10600,0.0,Tanpa Diskon,0.1842,128,237
P00000793,108,2025-01-21,Hari Biasa,1,16700,0.0,Tanpa Diskon,0.2218,118,247
P00002062,108,2025-01-21,Hari Biasa,1,15302,0.4953,Expired Discount,0.0159,10,4
P00005926,108,2025-01-21,Hari Biasa,1,16100,0.0,Tanpa Diskon,0.1516,91,639
P00001389,108,2025-01-21,Hari Biasa,1,29300,0.0,Tanpa Diskon,0.1962,67,663
P00004466,108,2025-01-21,Hari Biasa,1,4200,0.0,Tanpa Diskon,0.1479,34,331
P00006142,108,2025-01-21,Hari Biasa,1,25100,0.0,Tanpa Diskon,0.1522,138,227
P00003065,108,2025-01-21,Hari Biasa,1,7500,0.0,Tanpa Diskon,0.2033,70,295
P00000435,108,2025-01-21,Hari Biasa,1,23500,0.0,Tanpa Diskon,0.1606,71,294
P00001279,108,2025-01-21,Hari Biasa,1,8500,0.0,Tanpa Diskon,0.1447,132,233
P00001622,108,2025-01-21,Hari Biasa,1,20900,0.0,Tanpa Diskon,0.1967,166,199
P00000681,108,2025-01-21,Hari Biasa,1,7300,0.0,Tanpa Diskon,0.1905,154,211
P00002289,108,2025-01-21,Hari Biasa,1,4600,0.0,Tanpa Diskon,0.2126,21,159
P00003039,108,2025-01-21,Hari Biasa,1,15672,0.4787,Expired Discount,0.0181,9,5
P00004674,108,2025-01-21,Hari Biasa,1,11900,0.0,Tanpa Diskon,0.1404,82,283
P00001013,108,2025-01-21,Hari Biasa,1,26600,0.0,Tanpa Diskon,0.1722,142,223
P00005464,108,2025-01-21,Hari Biasa,1,5000,0.0,Tanpa Diskon,0.1334,138,227
